season,team,source,metric,value,basis_year,definition,preseason_knowable
2026,GB,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,7.8333,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,HOU,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,10.1667,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,IND,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,7.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,JAX,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,8.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,KC,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,10.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,LA,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,9.1667,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,LAC,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,8.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,LV,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,6.8333,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,MIA,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,10.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,MIN,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,7.8333,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,NE,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,8.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,NO,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,6.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,NYG,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,8.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,NYJ,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,7.8333,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,PHI,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,10.1667,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,PIT,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,7.8333,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,SEA,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,9.1667,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,SF,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,10.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,TB,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,8.1667,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,TEN,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,7.5,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,WAS,computed/fetch_sos.py,mean_opp_preseason_win_total_w15_17,8.1667,2026 DK win totals (2026-08-08),"Same, restricted to weeks 15-17 (fantasy playoffs). Higher = harder.",YES
2026,ARI,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5381,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,ATL,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4654,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,BAL,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4792,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,BUF,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5277,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,CAR,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5208,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,CHI,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5502,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,CIN,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4498,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,CLE,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4291,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,DAL,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4931,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,DEN,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5121,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,DET,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4671,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,GB,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5381,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,HOU,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.474,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,IND,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4654,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,JAX,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4896,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,KC,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5363,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,LA,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5156,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,LAC,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5225,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,LV,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5294,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,MIA,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5415,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,MIN,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.519,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,NE,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5311,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,NO,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4343,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,NYG,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4983,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,NYJ,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5173,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,PHI,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.481,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,PIT,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4948,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,SEA,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5138,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,SF,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4965,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,TB,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4913,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,TEN,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.4758,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,WAS,computed/fetch_sos.py,mean_opp_prior_season_win_pct,0.5017,2025 realized records,Mean over 2026 opponents of that opponent's 2025 realized regular-season win pct. Higher = harder. No market input; constructible from the grid alone back to 2000.,YES
2026,DET,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,1.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,CIN,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,2.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,NO,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,3.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,NYJ,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,4.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,BAL,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,5.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,CLE,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,6.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,SF,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,7.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,PHI,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,8.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,IND,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,9.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,NE,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,10.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,DEN,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,11.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,KC,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,12.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,LV,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,13.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,BUF,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,14.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,MIN,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,15.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,TEN,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,16.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,PIT,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,17.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,JAX,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,18.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,ATL,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,19.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,LAC,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,20.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,NYG,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,21.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,HOU,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,22.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,SEA,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,23.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,GB,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,24.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,TB,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,25.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,CHI,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,26.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,LA,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,27.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
