chase,frame,baseline,pos,band,n_seasons,mean,se,t,p,mde,seasons_positive,k,hist_median,hist_min,hist_max,adp_2026,seasons_cheaper_than_2026
1_disjoint_bands,12.0,R_real,TE,4-6,10.0,8.4507373015873,9.344353650369568,0.9043683081550615,0.3893663917943282,26.18287892833553,8.0,,,,,,
1_disjoint_bands,12.0,R_real,TE,7-12,10.0,14.851095177970176,10.192937788028871,1.4569985108132508,0.17910371896338817,28.560611682056898,7.0,,,,,,
1_disjoint_bands,12.0,R_real,TE,13+,10.0,30.48959153197992,5.261200900094582,5.795177205917342,0.0002610477089481922,14.741884922065019,10.0,,,,,,
1_disjoint_bands,12.0,R_real,QB,1-3,10.0,-0.7207811447811487,21.79891812556523,-0.03306499619060611,0.9743444486188388,61.080568587833774,7.0,,,,,,
1_disjoint_bands,12.0,R_real,QB,4-6,10.0,24.014259836459832,13.990723305297413,1.7164416243845757,0.12021404618556608,39.20200670144335,7.0,,,,,,
1_disjoint_bands,12.0,R_real,QB,7-12,10.0,1.5846368085618066,14.802784795643095,0.10704991192118207,0.9170976966876232,41.477402997391955,4.0,,,,,,
1_disjoint_bands,12.0,R_real,QB,13+,10.0,-3.7664324234161457,6.082399073326193,-0.6192346766481489,0.5511128619456116,17.042882203459992,5.0,,,,,,
1_disjoint_bands,12.0,R_week,TE,1-3,10.0,-18.360560722610735,8.641083204591968,-2.124798510544804,0.06254801434620338,24.212315139266696,2.0,,,,,,
1_disjoint_bands,12.0,R_week,TE,4-6,10.0,-21.999965079365086,10.766915548026162,-2.0432931772552276,0.0713839684781421,30.168897365569308,3.0,,,,,,
1_disjoint_bands,12.0,R_week,TE,7-12,10.0,-15.56262546897548,8.369009409957838,-1.8595540650794753,0.09588147137123482,23.449964366701863,2.0,,,,,,
1_disjoint_bands,12.0,R_week,TE,13+,10.0,0.2549312761642991,4.735854965307991,0.053830042945101034,0.9582465325899632,13.26986561279299,5.0,,,,,,
1_disjoint_bands,12.0,R_week,QB,1-3,10.0,-38.488583164983176,20.191286664472035,-1.906197648746501,0.08900146859251845,56.575985233850645,3.0,,,,,,
1_disjoint_bands,12.0,R_week,QB,4-6,10.0,-13.923532491582492,14.420793333399425,-0.9655177887706603,0.35951128027733037,40.40706292018519,5.0,,,,,,
1_disjoint_bands,12.0,R_week,QB,7-12,10.0,-36.287253306878306,13.528739520766553,-2.682234605166101,0.02511395949054185,37.90752813718788,2.0,,,,,,
1_disjoint_bands,12.0,R_week,QB,13+,10.0,-41.56952899758748,7.343175019356367,-5.660974835546147,0.00030925183956043156,20.57557640423654,0.0,,,,,,
1_decay_contrast,10.0,R_exp,TE,top(1-3)-mid(7-12),10.0,-3.0419423579959917,13.560249955174136,-0.2243278972033468,0.8275121078754073,37.99582037439793,4.0,,,,,,
1_decay_contrast,10.0,R_exp,QB,top(1-3)-mid(7-12),10.0,-2.2928086602512696,24.59490891786185,-0.09322289697873759,0.9277687539453154,68.9149347878489,5.0,,,,,,
1_decay_contrast,10.0,R_real,TE,top(1-3)-mid(7-12),10.0,-2.950439033189034,13.605762891830091,-0.21685215718118214,0.8331594635961845,38.123347622907914,4.0,,,,,,
1_decay_contrast,10.0,R_real,QB,top(1-3)-mid(7-12),10.0,-2.164893963443974,24.62482512976197,-0.08791509998694154,0.9318692493030156,68.99876001359304,5.0,,,,,,
1_decay_contrast,10.0,R_week,TE,top(1-3)-mid(7-12),10.0,-2.866415761090763,13.63914979855526,-0.21016088271091432,0.8382228146696182,38.21689773555184,4.0,,,,,,
1_decay_contrast,10.0,R_week,QB,top(1-3)-mid(7-12),10.0,-2.226556734006741,24.611360356510854,-0.09046865763426656,0.9298962460928002,68.96103171894342,5.0,,,,,,
1_decay_contrast,12.0,R_exp,TE,top(1-3)-mid(7-12),10.0,-2.5229693732633294,13.623290401277306,-0.18519530149829136,0.8571821387913618,38.17245970437901,4.0,,,,,,
1_decay_contrast,12.0,R_exp,QB,top(1-3)-mid(7-12),10.0,-2.3302068990096574,24.531065822346747,-0.0949900389932075,0.9264040561208258,68.73604643421558,5.0,,,,,,
1_decay_contrast,12.0,R_real,TE,top(1-3)-mid(7-12),10.0,-2.8274420181670217,13.63260222400636,-0.2074029573890179,0.8403120694343631,38.19855143166582,4.0,,,,,,
1_decay_contrast,12.0,R_real,QB,top(1-3)-mid(7-12),10.0,-2.3054179533429533,24.61533883960417,-0.09365777852440994,0.9274328878256892,68.97217942857088,5.0,,,,,,
1_decay_contrast,12.0,R_week,TE,top(1-3)-mid(7-12),10.0,-2.7979352536352513,13.646490863477595,-0.2050296505985599,0.8421110169217352,38.23746739946422,4.0,,,,,,
1_decay_contrast,12.0,R_week,QB,top(1-3)-mid(7-12),10.0,-2.201329858104864,24.611722515029133,-0.089442332074101,0.9306891752757838,68.96204648711164,5.0,,,,,,
2_adp_window,10.0,R_exp,TE,adp 28-94,10.0,8.455115001702705,7.469277992214639,1.1319855828790442,0.28689833317421276,20.92891693418542,8.0,,,,,,
2_adp_window,10.0,R_exp,QB,adp 21-81,10.0,20.89248986275937,12.05294381781132,1.7333931177780277,0.11705983579953272,33.772348577507316,7.0,,,,,,
2_adp_window,10.0,R_real,TE,adp 28-94,10.0,14.230026391036215,7.340647005706056,1.938524816678269,0.08450911686238527,20.568492909988368,7.0,,,,,,
2_adp_window,10.0,R_real,QB,adp 21-81,10.0,7.134662409125271,8.06010575820119,0.8851822324869277,0.3990900792210019,22.584416334479737,5.0,,,,,,
2_adp_window,10.0,R_week,TE,adp 28-94,10.0,-14.448329003899534,7.183741563612869,-2.0112540068372304,0.07517578289354554,20.128843861243258,2.0,,,,,,
2_adp_window,10.0,R_week,QB,adp 21-81,10.0,-21.504441503727747,10.4613139789699,-2.0556157235083043,0.06997498255499379,29.31260176907366,2.0,,,,,,
2_adp_window,12.0,R_exp,TE,adp 28-94,10.0,1.4005646076030418,7.258899709625009,0.1929444769358019,0.8512862772536103,20.339436986369275,7.0,,,,,,
2_adp_window,12.0,R_exp,QB,adp 21-81,10.0,15.771916465159574,11.206029354562274,1.407449147787428,0.19288027820781917,31.399294251483493,7.0,,,,,,
2_adp_window,12.0,R_real,TE,adp 28-94,10.0,8.086534439920747,6.394732675879643,1.2645617650949552,0.23779220191929618,17.91804095781476,7.0,,,,,,
2_adp_window,12.0,R_real,QB,adp 21-81,10.0,10.973210592489515,10.2372845208519,1.07188684363892,0.31167088315883174,28.68487122742702,6.0,,,,,,
2_adp_window,12.0,R_week,TE,adp 28-94,10.0,-22.377069388900352,6.6862117180616885,-3.34674855246543,0.008567719580109712,18.73476523400885,1.0,,,,,,
2_adp_window,12.0,R_week,QB,adp 21-81,10.0,-26.906431856232395,10.539940450635589,-2.5528068191893682,0.03105142202761413,29.532913142680922,2.0,,,,,,
2_support,,,TE,,,,,,,,,1.0,16.8,5.9,24.4,35.3,0.0
2_support,,,TE,,,,,,,,,3.0,41.8,28.5,51.5,60.8,0.0
2_support,,,TE,,,,,,,,,5.0,58.35,50.4,64.3,78.5,0.0
2_support,,,QB,,,,,,,,,1.0,21.65,16.9,34.5,26.7,2.0
2_support,,,QB,,,,,,,,,3.0,46.0,26.9,55.7,52.8,4.0
2_support,,,QB,,,,,,,,,5.0,61.85,43.2,69.2,67.3,1.0
