rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,post_var,arm,value_prior,view_shift,value_post_views,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers
11,James Cook III,BUF,RB,15.1,8,16,5,vet,4,64.0,16.26278711484594,2.6470588235294117,15.48991409805029,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,15.829656716492797,6.582947187996207,pi_market (market-anchored),15.48991409805029,0.7050429509748515,16.19495704902514,1.2828627350574386,6.209252692992744,9.985704356032397,54.0,0.926,8.225,0.24074074074074073,True,6.1499999999999995,2.075,10.193204356032396,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.7050429509748541,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,Chase Brown,CIN,RB,12.2,6,13,1,vet,3,40.0,15.10171068427371,2.3333333333333335,16.783941579810566,11.74653700580229,39.64076972639763,16.988901311313267,0.5912177543223429,16.096275456584674,6.94476122963473,pi_market (market-anchored),16.783941579810566,3.552713678800501e-15,16.78394157981057,1.8634324819583254,6.209252692992744,10.574688886817825,54.0,0.833,1.45,0.42592592592592593,True,6.1499999999999995,-4.699999999999999,10.104688886817824,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13,De'Von Achane,MIA,RB,9.4,5,9,-4,vet,3,44.0,19.045530939648586,2.3333333333333335,16.783941579810566,11.74653700580229,39.64076972639763,16.988901311313267,0.5912177543223429,17.708439157125845,6.94476122963473,pi_market (market-anchored),16.783941579810566,-0.3919707899052831,16.391970789905283,1.3176457442760108,6.209252692992744,10.182718096912538,54.0,0.815,4.5249999999999995,0.2962962962962963,True,6.1499999999999995,-1.625,10.020218096912538,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3919707899052831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,A.J. Brown,NE,WR,17.5,9,18,4,vet,7,103.0,16.283783478564047,2.953488372093023,16.42261932202348,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,16.36365756657404,6.203253256747046,theta_star,16.36365756657404,0.0,16.36365756657404,1.7611435570030975,6.381994555367663,9.981663011206379,54.0,0.833,3.875,0.3148148148148148,True,4.6625,-0.7874999999999996,9.90291301120638,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15,Josh Allen,BUF,QB,26.7,1,28,13,vet,8,,23.1838,2.9767,21.533993551111884,8.540768288565792,,16.093224653007262,0.653293385736417,22.105992359196108,5.579627432027371,pi_market (market-anchored),21.533993551111884,0.0,21.533993551111884,1.670273545265471,12.103068602642296,9.430924948469588,54.0,0.907,14.445,0.12962962962962962,True,10.125,4.32,9.862924948469589,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,Omarion Hampton,LAC,RB,19.8,11,20,4,soph,1,9.0,15.077777777777776,1.0,14.434106455309395,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,14.602197160967599,11.442449765890137,pi_market (market-anchored),14.434106455309395,1.4927148357524853,15.92682129106188,1.0696938705017496,6.209252692992744,9.717568598069136,18.0,0.5,0.0,0.6111111111111112,False,6.1499999999999995,0.0,9.717568598069136,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.4927148357524844,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
17,Justin Jefferson,MIN,WR,13.3,8,14,-3,vet,6,94.0,15.596991129785248,2.9076923076923076,16.42261932202348,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,16.075134512220863,6.244373013062324,theta_star,16.075134512220863,0.0,16.075134512220863,1.7669709976485641,6.381994555367663,9.693139956853202,54.0,0.815,4.7,0.3333333333333333,True,4.6625,0.03750000000000053,9.696889956853202,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
18,Derrick Henry,BAL,RB,16.1,9,17,-1,vet,10,152.0,17.48787907538382,2.9941463414634146,15.48991409805029,11.74653700580229,39.64076972639763,13.239422929148768,0.5298744960616499,16.42920838987039,6.224190376419011,pi_market (market-anchored),15.48991409805029,0.0,15.48991409805029,1.764113144956838,6.209252692992744,9.280661405057547,54.0,0.944,10.125,0.2037037037037037,True,6.1499999999999995,3.9750000000000005,9.678161405057548,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
19,Saquon Barkley,PHI,RB,18.7,10,19,0,vet,8,106.0,16.696799719887956,2.9766536964980546,15.48991409805029,11.74653700580229,39.64076972639763,13.317225908083909,0.5313338605156411,16.05554052323613,6.241332854982771,pi_market (market-anchored),15.48991409805029,0.2500429509748532,15.739957049025143,1.2491329848121426,6.209252692992744,9.530704356032398,54.0,0.852,7.175,0.2777777777777778,True,6.1499999999999995,1.0250000000000004,9.633204356032397,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.25004295097485496,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20,Travis Etienne Jr.,NO,RB,37.1,19,39,19,vet,4,66.0,13.299372549019608,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.364914045332718,6.582947187996207,pi_market (market-anchored),13.416324058711414,2.386940753030867,15.803264811742281,0.8113536336269288,6.209252692992744,9.594012118749536,54.0,0.907,6.325,0.3148148148148148,True,6.1499999999999995,0.1750000000000007,9.611512118749536,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.3869407530308675,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
21,Drake London,ATL,WR,10.6,5,10,-11,vet,4,60.0,15.664333660130719,2.6470588235294117,17.943725961538462,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,17.036142696895674,6.489179463816703,theta_star,17.036142696895674,-1.068071348447834,15.96807134844784,1.2736933955839513,6.381994555367663,9.586076793080178,54.0,0.833,4.575,0.37037037037037035,True,4.6625,-0.08749999999999947,9.577326793080179,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-1.0680713484478368,-0.0,-0.0,-0.0
22,George Pickens,DAL,WR,21.6,11,22,0,vet,4,64.0,14.679516806722688,2.6470588235294117,15.39774859415863,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,15.111770989509903,6.489179463816703,theta_star,15.111770989509903,0.44411450524505014,15.555885494754953,1.2736933955839513,6.381994555367663,9.173890939387292,54.0,0.889,6.075,0.35185185185185186,True,4.6625,1.4125000000000005,9.315140939387291,,0.0,0.0,0.0,-0.0,0.4441145052450485,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23,Davante Adams,LAR,WR,41.2,20,42,19,vet,12,175.0,16.807252616496957,2.9985355137905785,14.318447404719464,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,15.384625150521373,6.163330891769335,theta_star,15.384625150521373,0.0,15.384625150521373,1.75546730128609,6.381994555367663,9.002630595153711,54.0,0.833,6.95,0.3148148148148148,True,4.6625,2.2875000000000005,9.231380595153711,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24,Nico Collins,HOU,WR,23.2,12,23,-1,vet,5,63.0,15.530952380952382,2.8181818181818183,15.39774859415863,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,15.452797920238162,6.326338155306967,theta_star,15.452797920238162,1.7763568394002505e-15,15.452797920238163,1.7785300328230287,6.381994555367663,9.0708033648705,54.0,0.778,5.425000000000001,0.3333333333333333,True,4.6625,0.7625000000000011,9.1470533648705,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
25,Kenneth Walker,KC,RB,26.5,14,26,1,vet,4,58.0,13.085563874034461,2.6470588235294117,14.434106455309395,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.841308702396379,6.582947187996207,pi_market (market-anchored),14.434106455309395,1.1579467723453032,15.592053227654699,1.2828627350574386,6.209252692992744,9.382800534661953,54.0,0.796,3.125,0.3888888888888889,True,6.1499999999999995,-3.0249999999999995,9.080300534661953,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1579467723453023,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
26,DeVonta Smith,PHI,WR,29.1,15,31,5,vet,5,80.0,13.246547949204496,2.8181818181818183,14.881502854988153,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,14.205822621713915,6.326338155306967,theta_star,14.205822621713915,1.0470886891430435,15.252911310856959,1.2576106467530965,6.381994555367663,8.870916755489297,54.0,0.852,4.675,0.37037037037037035,True,4.6625,0.012500000000000178,8.872166755489298,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0470886891430427,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
27,Chris Olave,NO,WR,20.1,10,21,-6,vet,4,53.0,15.070611111111111,2.6470588235294117,15.39774859415863,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,15.267492602389277,6.489179463816703,theta_star,15.267492602389277,0.0,15.267492602389277,1.8012744743398634,6.381994555367663,8.885498047021613,54.0,0.741,0.0,0.3888888888888889,True,4.6625,-4.6625,8.419248047021613,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
28,Zay Flowers,BAL,WR,26.6,13,27,-1,vet,3,48.0,13.793508403361345,2.3333333333333335,14.881502854988153,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,14.480727369195371,6.810573101316178,theta_star,14.480727369195371,0.0,14.480727369195371,1.8453418519770501,6.381994555367663,8.09873281382771,54.0,0.926,7.025,0.2777777777777778,True,4.6625,2.3625000000000007,8.33498281382771,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
29,Ashton Jeanty,LV,RB,14.1,7,15,-14,soph,1,17.0,14.41764705882353,1.0,15.781450991037447,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,15.425302196857587,11.442449765890137,pi_market (market-anchored),15.781450991037447,-1.2407254955187224,14.540725495518725,1.6913345149533652,6.209252692992744,8.33147280252598,18.0,0.944,7.6,0.2777777777777778,False,6.1499999999999995,0.0,8.33147280252598,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.2407254955187232,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
30,Tetairoa McMillan,CAR,WR,33.9,17,35,5,soph,1,17.0,12.552941176470588,1.0,14.50235995970254,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,14.129727179401629,7.594752425403894,theta_star,14.129727179401629,0.5351364102991845,14.664863589700813,1.3779289191939377,6.381994555367663,8.28286903433315,18.0,0.944,8.0,0.2777777777777778,False,4.6625,0.0,8.28286903433315,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.5351364102991852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
31,Emeka Egbuka,TB,WR,33.7,16,34,3,soph,1,17.0,11.511764705882353,1.0,14.564388227965946,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,13.980877080935706,7.594752425403894,theta_star,13.980877080935706,0.4395614595321451,14.42043854046785,1.3779289191939377,6.381994555367663,8.038443985100187,18.0,0.944,5.0,0.4444444444444444,False,4.6625,0.0,8.038443985100187,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43956145953214676,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
32,Malik Nabers,NYG,WR,33.9,18,35,3,vet,2,19.0,15.59666666666667,1.8,14.50235995970254,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,14.841912644377548,7.436722530772208,theta_star,14.841912644377548,-0.07838252887550823,14.76353011550204,1.7247286778820845,6.381994555367663,8.381535560134378,36.0,0.528,0.0,0.5277777777777778,True,4.6625,-4.6625,7.915285560134378,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.07838252887550964
33,Josh Jacobs,GB,RB,24.6,12,24,-9,vet,7,105.0,16.11477060842508,2.953488372093023,14.434106455309395,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,15.218507880372972,6.264180313757624,pi_market (market-anchored),14.434106455309395,-0.36682129106187844,14.067285164247517,1.5829314974132802,6.209252692992744,7.858032471254773,54.0,0.833,5.875,0.2962962962962963,True,6.1499999999999995,-0.27499999999999947,7.830532471254773,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3668212910618791,-0.0,-0.0
34,Ladd McConkey,LAC,WR,44.2,22,45,11,vet,2,32.0,12.55625,1.8,13.894337842606388,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,13.47914225219603,7.436722530772208,theta_star,13.47914225219603,0.7104288739019857,14.189571126098016,1.3635177419795652,6.381994555367663,7.807576570730354,36.0,0.889,4.5249999999999995,0.3333333333333333,True,4.6625,-0.13750000000000018,7.793826570730354,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.7104288739019848,-0.0,-0.0,-0.0,-0.0,-0.0
