policy,pick,round,name,position,board_value,eval_value,p_branch,p_cumulative,p_available,nsim
board,45,5,Travis Etienne Jr.,RB,9.611512118749536,9.611512118749536,0.006666666666666667,0.9953333333333333,0.006666666666666667,1500
board,45,5,Terry McLaurin,WR,6.98359324845601,6.98359324845601,0.0026666666666666666,0.998,0.552,1500
board,45,5,Jaylen Waddle,WR,6.9750280200122114,6.9750280200122114,0.002,1.0,0.7973333333333333,1500
board,56,6,DK Metcalf,WR,6.873717481370107,6.873717481370107,0.49933333333333335,0.49933333333333335,0.946,1500
board,56,6,DJ Moore,WR,7.420040143008085,7.420040143008085,0.32866666666666666,0.8280000000000001,0.33866666666666667,1500
board,56,6,Jaylen Waddle,WR,6.9750280200122114,6.9750280200122114,0.08066666666666666,0.9086666666666667,0.12933333333333333,1500
board,56,6,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.027333333333333334,0.936,0.23533333333333334,1500
board,56,6,Lamar Jackson,QB,7.413729941086178,7.413729941086178,0.02666666666666667,0.9626666666666667,0.472,1500
board,56,6,Rome Odunze,WR,6.830841550628559,6.830841550628559,0.009333333333333334,0.972,0.26866666666666666,1500
board,56,6,Luther Burden III,WR,6.8240678144723494,6.8240678144723494,0.009333333333333334,0.9813333333333333,0.5433333333333333,1500
board,56,6,Terry McLaurin,WR,6.98359324845601,6.98359324845601,0.007333333333333333,0.9886666666666666,0.011333333333333334,1500
board,56,6,Wan'Dale Robinson,WR,6.366214107905339,6.366214107905339,0.006,0.9946666666666666,0.9793333333333333,1500
board,56,6,Jameson Williams,WR,6.595343556385792,6.595343556385792,0.0026666666666666666,0.9973333333333333,0.051333333333333335,1500
board,56,6,Javonte Williams,RB,7.7089093363629635,7.7089093363629635,0.0013333333333333333,0.9986666666666666,0.0013333333333333333,1500
board,56,6,Emeka Egbuka,WR,8.038443985100187,8.038443985100187,0.0006666666666666666,0.9993333333333333,0.0006666666666666666,1500
board,56,6,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.0006666666666666666,1.0,0.0006666666666666666,1500
board+dRB,5,1,Christian McCaffrey,RB,12.176922423207584,13.521922423207585,0.9133333333333333,0.9133333333333333,0.9153333333333333,1500
board+dRB,5,1,Amon-Ra St. Brown,WR,13.46851471552183,13.46851471552183,0.074,0.9873333333333333,0.9953333333333333,1500
board+dRB,5,1,Ja'Marr Chase,WR,13.818141150342182,13.818141150342182,0.011333333333333334,0.9986666666666666,0.011333333333333334,1500
board+dRB,5,1,Jahmyr Gibbs,RB,14.310998599832075,15.655998599832076,0.0013333333333333333,0.9999999999999999,0.0013333333333333333,1500
board+dRB,16,2,Rashee Rice,WR,11.034483427649093,11.034483427649093,0.9266666666666666,0.9266666666666666,1.0,1500
board+dRB,16,2,De'Von Achane,RB,10.020218096912538,11.365218096912539,0.048666666666666664,0.9753333333333333,0.048666666666666664,1500
board+dRB,16,2,Chase Brown,RB,10.104688886817824,11.449688886817825,0.019333333333333334,0.9946666666666666,0.019333333333333334,1500
board+dRB,16,2,Omarion Hampton,RB,9.717568598069136,11.062568598069136,0.004666666666666667,0.9993333333333333,0.004666666666666667,1500
board+dRB,16,2,James Cook III,RB,10.193204356032396,11.538204356032397,0.0006666666666666666,1.0,0.0006666666666666666,1500
board+dRB,25,3,Travis Etienne Jr.,RB,9.611512118749536,10.956512118749536,0.7573333333333333,0.7573333333333333,1.0,1500
board+dRB,25,3,Derrick Henry,RB,9.678161405057548,11.023161405057548,0.17,0.9273333333333333,0.17466666666666666,1500
board+dRB,25,3,Rashee Rice,WR,11.034483427649093,11.034483427649093,0.072,0.9993333333333333,0.072,1500
board+dRB,25,3,Saquon Barkley,RB,9.633204356032396,10.978204356032396,0.0006666666666666666,1.0,0.0006666666666666666,1500
board+dRB,36,4,Davante Adams,WR,9.231380595153713,9.231380595153713,0.45266666666666666,0.45266666666666666,0.9773333333333334,1500
board+dRB,36,4,Josh Allen,QB,9.862924948469589,9.862924948469589,0.3293333333333333,0.782,0.3933333333333333,1500
board+dRB,36,4,Travis Etienne Jr.,RB,9.611512118749536,10.956512118749536,0.206,0.988,0.206,1500
board+dRB,36,4,Cam Skattebo,RB,7.708909336362965,9.053909336362965,0.008,0.996,0.5673333333333334,1500
board+dRB,36,4,Josh Jacobs,RB,7.830532471254773,9.175532471254773,0.0026666666666666666,0.9986666666666667,0.136,1500
board+dRB,36,4,Javonte Williams,RB,7.7089093363629635,9.053909336362963,0.0013333333333333333,1.0,0.886,1500
board+dRB,45,5,Davante Adams,WR,9.231380595153713,9.231380595153713,0.24866666666666667,0.24866666666666667,0.25733333333333336,1500
board+dRB,45,5,Javonte Williams,RB,7.7089093363629635,9.053909336362963,0.178,0.42666666666666664,0.24533333333333332,1500
board+dRB,45,5,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.178,0.6046666666666667,0.37666666666666665,1500
board+dRB,45,5,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.134,0.7386666666666667,0.7713333333333333,1500
board+dRB,45,5,DJ Moore,WR,7.420040143008085,7.420040143008085,0.07466666666666667,0.8133333333333334,0.946,1500
board+dRB,45,5,Tetairoa McMillan,WR,8.28286903433315,8.28286903433315,0.04533333333333334,0.8586666666666667,0.07333333333333333,1500
board+dRB,45,5,Cam Skattebo,RB,7.708909336362965,9.053909336362965,0.04066666666666666,0.8993333333333333,0.05,1500
board+dRB,45,5,Emeka Egbuka,WR,8.038443985100187,8.038443985100187,0.03866666666666667,0.938,0.07133333333333333,1500
board+dRB,45,5,Kyren Williams,RB,7.487071365718668,8.832071365718669,0.028,0.966,0.044,1500
board+dRB,45,5,Josh Allen,QB,9.862924948469589,9.862924948469589,0.02,0.986,0.02,1500
board+dRB,45,5,Breece Hall,RB,6.791409336362961,8.136409336362961,0.012,0.998,0.019333333333333334,1500
board+dRB,45,5,D'Andre Swift,RB,5.964104229073328,7.309104229073328,0.002,1.0,0.746,1500
board+dRB,56,6,DJ Moore,WR,7.420040143008085,7.420040143008085,0.3333333333333333,0.3333333333333333,0.38466666666666666,1500
board+dRB,56,6,DK Metcalf,WR,6.873717481370107,6.873717481370107,0.20666666666666667,0.54,0.956,1500
board+dRB,56,6,Quinshon Judkins,RB,5.650887326301686,6.995887326301686,0.13666666666666666,0.6766666666666667,0.2813333333333333,1500
board+dRB,56,6,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.12733333333333333,0.804,0.21933333333333332,1500
board+dRB,56,6,Lamar Jackson,QB,7.413729941086178,7.413729941086178,0.12733333333333333,0.9313333333333333,0.47,1500
board+dRB,56,6,Jaylen Waddle,WR,6.9750280200122114,6.9750280200122114,0.035333333333333335,0.9666666666666667,0.132,1500
board+dRB,56,6,D'Andre Swift,RB,5.964104229073328,7.309104229073328,0.014,0.9806666666666667,0.03133333333333333,1500
board+dRB,56,6,Rome Odunze,WR,6.830841550628559,6.830841550628559,0.004666666666666667,0.9853333333333334,0.24933333333333332,1500
board+dRB,56,6,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.004666666666666667,0.9900000000000001,0.004666666666666667,1500
board+dRB,56,6,Terry McLaurin,WR,6.98359324845601,6.98359324845601,0.0033333333333333335,0.9933333333333334,0.012,1500
board+dRB,56,6,Luther Burden III,WR,6.8240678144723494,6.8240678144723494,0.0026666666666666666,0.9960000000000001,0.528,1500
board+dRB,56,6,TreVeyon Henderson,RB,5.151027345596115,6.496027345596115,0.002,0.9980000000000001,0.6633333333333333,1500
board+dRB,56,6,Davante Adams,WR,9.231380595153713,9.231380595153713,0.0013333333333333333,0.9993333333333334,0.0013333333333333333,1500
board+dRB,56,6,Javonte Williams,RB,7.7089093363629635,9.053909336362963,0.0006666666666666666,1.0,0.0006666666666666666,1500
lineup_marginal,5,1,Amon-Ra St. Brown,WR,13.46851471552183,13.46851471552183,0.986,0.986,0.9953333333333333,1500
lineup_marginal,5,1,Puka Nacua,WR,12.90264761011976,12.90264761011976,0.004,0.99,0.104,1500
lineup_marginal,5,1,Bijan Robinson,RB,13.679503771131364,13.679503771131364,0.0033333333333333335,0.9933333333333333,0.0033333333333333335,1500
lineup_marginal,5,1,Ja'Marr Chase,WR,13.818141150342182,13.818141150342182,0.0033333333333333335,0.9966666666666666,0.0033333333333333335,1500
lineup_marginal,5,1,Jahmyr Gibbs,RB,14.310998599832075,14.310998599832075,0.0033333333333333335,0.9999999999999999,0.0033333333333333335,1500
lineup_marginal,16,2,Rashee Rice,WR,11.034483427649093,11.034483427649093,1.0,1.0,1.0,1500
lineup_marginal,25,3,Josh Allen,QB,9.862924948469589,9.862924948469589,0.8313333333333334,0.8313333333333334,0.8853333333333333,1500
lineup_marginal,25,3,A.J. Brown,WR,9.90291301120638,9.90291301120638,0.06933333333333333,0.9006666666666667,0.06933333333333333,1500
lineup_marginal,25,3,Travis Etienne Jr.,RB,9.611512118749536,9.611512118749536,0.05533333333333333,0.9560000000000001,1.0,1500
lineup_marginal,25,3,Derrick Henry,RB,9.678161405057548,9.678161405057548,0.043333333333333335,0.9993333333333334,0.186,1500
lineup_marginal,25,3,Justin Jefferson,WR,9.696889956853202,9.696889956853202,0.0006666666666666666,1.0,0.006666666666666667,1500
lineup_marginal,36,4,Travis Etienne Jr.,RB,9.611512118749536,9.611512118749536,0.852,0.852,0.87,1500
lineup_marginal,36,4,Davante Adams,WR,9.231380595153713,9.231380595153713,0.12733333333333333,0.9793333333333333,0.9753333333333334,1500
lineup_marginal,36,4,Josh Allen,QB,9.862924948469589,9.862924948469589,0.019333333333333334,0.9986666666666666,0.019333333333333334,1500
lineup_marginal,36,4,Tetairoa McMillan,WR,8.28286903433315,8.28286903433315,0.0013333333333333333,0.9999999999999999,0.8166666666666667,1500
lineup_marginal,45,5,Davante Adams,WR,9.231380595153713,9.231380595153713,0.3893333333333333,0.3893333333333333,0.3933333333333333,1500
lineup_marginal,45,5,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.232,0.6213333333333333,0.394,1500
lineup_marginal,45,5,DJ Moore,WR,7.420040143008085,7.420040143008085,0.138,0.7593333333333333,0.944,1500
lineup_marginal,45,5,Javonte Williams,RB,7.7089093363629635,7.7089093363629635,0.092,0.8513333333333333,0.23266666666666666,1500
lineup_marginal,45,5,Tetairoa McMillan,WR,8.28286903433315,8.28286903433315,0.044,0.8953333333333333,0.066,1500
lineup_marginal,45,5,Emeka Egbuka,WR,8.038443985100187,8.038443985100187,0.04133333333333333,0.9366666666666666,0.06333333333333334,1500
lineup_marginal,45,5,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.028,0.9646666666666667,0.7706666666666667,1500
lineup_marginal,45,5,Cam Skattebo,RB,7.708909336362965,7.708909336362965,0.016666666666666666,0.9813333333333334,0.048,1500
lineup_marginal,45,5,Kyren Williams,RB,7.487071365718668,7.487071365718668,0.009333333333333334,0.9906666666666667,0.036,1500
lineup_marginal,45,5,Travis Etienne Jr.,RB,9.611512118749536,9.611512118749536,0.007333333333333333,0.998,0.007333333333333333,1500
lineup_marginal,45,5,Josh Jacobs,RB,7.830532471254773,7.830532471254773,0.0006666666666666666,0.9986666666666667,0.0006666666666666666,1500
lineup_marginal,45,5,Terry McLaurin,WR,6.98359324845601,6.98359324845601,0.0006666666666666666,0.9993333333333334,0.5533333333333333,1500
lineup_marginal,45,5,Garrett Wilson,WR,7.72482466317768,7.72482466317768,0.0006666666666666666,1.0,0.0006666666666666666,1500
lineup_marginal,56,6,DK Metcalf,WR,6.873717481370107,6.873717481370107,0.472,0.472,0.9506666666666667,1500
lineup_marginal,56,6,DJ Moore,WR,7.420040143008085,7.420040143008085,0.352,0.824,0.358,1500
lineup_marginal,56,6,Jaylen Waddle,WR,6.9750280200122114,6.9750280200122114,0.08066666666666666,0.9046666666666666,0.132,1500
lineup_marginal,56,6,Lamar Jackson,QB,7.413729941086178,7.413729941086178,0.034666666666666665,0.9393333333333332,0.48933333333333334,1500
lineup_marginal,56,6,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.023333333333333334,0.9626666666666666,0.234,1500
lineup_marginal,56,6,Terry McLaurin,WR,6.98359324845601,6.98359324845601,0.016,0.9786666666666666,0.022,1500
lineup_marginal,56,6,Luther Burden III,WR,6.8240678144723494,6.8240678144723494,0.009333333333333334,0.9879999999999999,0.528,1500
lineup_marginal,56,6,Rome Odunze,WR,6.830841550628559,6.830841550628559,0.006666666666666667,0.9946666666666666,0.238,1500
lineup_marginal,56,6,Javonte Williams,RB,7.7089093363629635,7.7089093363629635,0.002,0.9966666666666666,0.002,1500
lineup_marginal,56,6,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.0013333333333333333,0.9979999999999999,0.0013333333333333333,1500
lineup_marginal,56,6,Wan'Dale Robinson,WR,6.366214107905339,6.366214107905339,0.0013333333333333333,0.9993333333333332,0.9746666666666667,1500
lineup_marginal,56,6,Cam Skattebo,RB,7.708909336362965,7.708909336362965,0.0006666666666666666,0.9999999999999999,0.0006666666666666666,1500
lineup_marginal+dRB,5,1,Christian McCaffrey,RB,12.176922423207584,13.521922423207585,0.916,0.916,0.9186666666666666,1500
lineup_marginal+dRB,5,1,Amon-Ra St. Brown,WR,13.46851471552183,13.46851471552183,0.072,0.988,0.9873333333333333,1500
lineup_marginal+dRB,5,1,Ja'Marr Chase,WR,13.818141150342182,13.818141150342182,0.006,0.994,0.006,1500
lineup_marginal+dRB,5,1,Jahmyr Gibbs,RB,14.310998599832075,15.655998599832076,0.004666666666666667,0.9986666666666667,0.004666666666666667,1500
lineup_marginal+dRB,5,1,Bijan Robinson,RB,13.679503771131364,15.024503771131364,0.0013333333333333333,1.0,0.0013333333333333333,1500
lineup_marginal+dRB,16,2,Rashee Rice,WR,11.034483427649093,11.034483427649093,0.9413333333333334,0.9413333333333334,1.0,1500
lineup_marginal+dRB,16,2,De'Von Achane,RB,10.020218096912538,11.365218096912539,0.04,0.9813333333333334,0.04,1500
lineup_marginal+dRB,16,2,Chase Brown,RB,10.104688886817824,11.449688886817825,0.011333333333333334,0.9926666666666667,0.011333333333333334,1500
lineup_marginal+dRB,16,2,Omarion Hampton,RB,9.717568598069136,11.062568598069136,0.005333333333333333,0.998,0.005333333333333333,1500
lineup_marginal+dRB,16,2,James Cook III,RB,10.193204356032396,11.538204356032397,0.002,1.0,0.002,1500
lineup_marginal+dRB,25,3,Travis Etienne Jr.,RB,9.611512118749536,10.956512118749536,0.7726666666666666,0.7726666666666666,1.0,1500
lineup_marginal+dRB,25,3,Derrick Henry,RB,9.678161405057548,11.023161405057548,0.17,0.9426666666666667,0.172,1500
lineup_marginal+dRB,25,3,Rashee Rice,WR,11.034483427649093,11.034483427649093,0.056,0.9986666666666667,0.056,1500
lineup_marginal+dRB,25,3,Saquon Barkley,RB,9.633204356032396,10.978204356032396,0.0013333333333333333,1.0,0.0013333333333333333,1500
lineup_marginal+dRB,36,4,Davante Adams,WR,9.231380595153713,9.231380595153713,0.4713333333333333,0.4713333333333333,0.9753333333333334,1500
lineup_marginal+dRB,36,4,Josh Allen,QB,9.862924948469589,9.862924948469589,0.31933333333333336,0.7906666666666666,0.38,1500
lineup_marginal+dRB,36,4,Travis Etienne Jr.,RB,9.611512118749536,10.956512118749536,0.20066666666666666,0.9913333333333333,0.20066666666666666,1500
lineup_marginal+dRB,36,4,Cam Skattebo,RB,7.708909336362965,9.053909336362965,0.005333333333333333,0.9966666666666666,0.5246666666666666,1500
lineup_marginal+dRB,36,4,Josh Jacobs,RB,7.830532471254773,9.175532471254773,0.0026666666666666666,0.9993333333333333,0.13866666666666666,1500
lineup_marginal+dRB,36,4,Javonte Williams,RB,7.7089093363629635,9.053909336362963,0.0006666666666666666,1.0,0.8906666666666667,1500
lineup_marginal+dRB,45,5,Davante Adams,WR,9.231380595153713,9.231380595153713,0.232,0.232,0.23666666666666666,1500
lineup_marginal+dRB,45,5,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.19666666666666666,0.42866666666666664,0.402,1500
lineup_marginal+dRB,45,5,Javonte Williams,RB,7.7089093363629635,9.053909336362963,0.17133333333333334,0.6,0.23333333333333334,1500
lineup_marginal+dRB,45,5,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.14333333333333334,0.7433333333333333,0.7713333333333333,1500
lineup_marginal+dRB,45,5,DJ Moore,WR,7.420040143008085,7.420040143008085,0.07933333333333334,0.8226666666666667,0.9473333333333334,1500
lineup_marginal+dRB,45,5,Tetairoa McMillan,WR,8.28286903433315,8.28286903433315,0.04733333333333333,0.87,0.07,1500
lineup_marginal+dRB,45,5,Cam Skattebo,RB,7.708909336362965,9.053909336362965,0.036,0.906,0.04466666666666667,1500
lineup_marginal+dRB,45,5,Emeka Egbuka,WR,8.038443985100187,8.038443985100187,0.030666666666666665,0.9366666666666666,0.064,1500
lineup_marginal+dRB,45,5,Kyren Williams,RB,7.487071365718668,8.832071365718669,0.027333333333333334,0.964,0.042666666666666665,1500
lineup_marginal+dRB,45,5,Breece Hall,RB,6.791409336362961,8.136409336362961,0.016,0.98,0.026,1500
lineup_marginal+dRB,45,5,Josh Allen,QB,9.862924948469589,9.862924948469589,0.013333333333333334,0.9933333333333333,0.013333333333333334,1500
lineup_marginal+dRB,45,5,D'Andre Swift,RB,5.964104229073328,7.309104229073328,0.0033333333333333335,0.9966666666666666,0.7573333333333333,1500
lineup_marginal+dRB,45,5,Josh Jacobs,RB,7.830532471254773,9.175532471254773,0.0013333333333333333,0.9979999999999999,0.0013333333333333333,1500
lineup_marginal+dRB,45,5,Quinshon Judkins,RB,5.650887326301686,6.995887326301686,0.0006666666666666666,0.9986666666666666,0.9193333333333333,1500
lineup_marginal+dRB,45,5,Lamar Jackson,QB,7.413729941086178,7.413729941086178,0.0006666666666666666,0.9993333333333333,0.9293333333333333,1500
lineup_marginal+dRB,45,5,Garrett Wilson,WR,7.72482466317768,7.72482466317768,0.0006666666666666666,1.0,0.002,1500
lineup_marginal+dRB,56,6,DJ Moore,WR,7.420040143008085,7.420040143008085,0.344,0.344,0.39066666666666666,1500
lineup_marginal+dRB,56,6,DK Metcalf,WR,6.873717481370107,6.873717481370107,0.21733333333333332,0.5613333333333332,0.95,1500
lineup_marginal+dRB,56,6,Drake Maye,QB,7.5122299410861775,7.5122299410861775,0.12866666666666668,0.69,0.21133333333333335,1500
lineup_marginal+dRB,56,6,Quinshon Judkins,RB,5.650887326301686,6.995887326301686,0.12066666666666667,0.8106666666666666,0.2613333333333333,1500
lineup_marginal+dRB,56,6,Lamar Jackson,QB,7.413729941086178,7.413729941086178,0.11466666666666667,0.9253333333333333,0.4693333333333333,1500
lineup_marginal+dRB,56,6,Jaylen Waddle,WR,6.9750280200122114,6.9750280200122114,0.04,0.9653333333333334,0.10866666666666666,1500
lineup_marginal+dRB,56,6,D'Andre Swift,RB,5.964104229073328,7.309104229073328,0.020666666666666667,0.986,0.04,1500
lineup_marginal+dRB,56,6,Rome Odunze,WR,6.830841550628559,6.830841550628559,0.004666666666666667,0.9906666666666667,0.27,1500
lineup_marginal+dRB,56,6,Tee Higgins,WR,7.774381293535458,7.774381293535458,0.004,0.9946666666666667,0.004,1500
lineup_marginal+dRB,56,6,Terry McLaurin,WR,6.98359324845601,6.98359324845601,0.0033333333333333335,0.998,0.014666666666666666,1500
lineup_marginal+dRB,56,6,Luther Burden III,WR,6.8240678144723494,6.8240678144723494,0.0013333333333333333,0.9993333333333333,0.508,1500
lineup_marginal+dRB,56,6,TreVeyon Henderson,RB,5.151027345596115,6.496027345596115,0.0006666666666666666,1.0,0.666,1500
