frame,unit,pos,slot,baseline,n,n_seasons,mean,se_season,median
10,positional_adp_rank,TE,9,R_exp,10,10,-34.387106651527645,20.038810191223234,-38.093633540372664
10,positional_adp_rank,TE,9,R_real,10,10,-51.06,18.706149909707353,-57.150000000000006
10,positional_adp_rank,TE,9,R_week,10,10,-104.93400000000001,18.807490245466916,-105.16999999999999
10,positional_adp_rank,TE,10,R_exp,10,10,26.16289334847236,15.722594570655303,18.312195121951234
10,positional_adp_rank,TE,10,R_real,10,10,9.489999999999998,14.083658378891943,0.45000000000000284
10,positional_adp_rank,TE,10,R_week,10,10,-44.384,14.110389804836874,-45.500000000000014
10,positional_adp_rank,TE,11,R_exp,10,10,-9.157106651527645,9.397851121421981,-0.34629629629628766
10,positional_adp_rank,TE,11,R_real,10,10,-25.829999999999995,9.196292127204796,-19.39999999999999
10,positional_adp_rank,TE,11,R_week,10,10,-79.704,10.770553189135644,-74.89999999999999
10,positional_adp_rank,TE,12,R_exp,10,10,-3.4771066515276416,20.0112776344236,12.52500000000002
10,positional_adp_rank,TE,12,R_real,10,10,-20.149999999999995,18.778736497550746,-2.299999999999983
10,positional_adp_rank,TE,12,R_week,10,10,-74.024,19.28513642967327,-61.19999999999999
10,positional_adp_rank,TE,13,R_exp,10,10,-15.207106651527644,20.851421753926715,-20.076722190852635
10,positional_adp_rank,TE,13,R_real,10,10,-31.880000000000003,23.294123245526492,-38.650000000000006
10,positional_adp_rank,TE,13,R_week,10,10,-85.75399999999999,21.48848126581102,-93.35000000000001
10,positional_adp_rank,TE,14,R_exp,10,10,-4.757106651527641,23.047915739800956,-13.228896103896119
10,positional_adp_rank,TE,14,R_real,10,10,-21.43,22.93960209865124,-27.25
10,positional_adp_rank,TE,14,R_week,10,10,-75.304,21.92035924279831,-77.91999999999999
10,positional_adp_rank,TE,15,R_exp,10,10,10.142893348472358,14.447886601399489,25.825000000000017
10,positional_adp_rank,TE,15,R_real,10,10,-6.529999999999997,14.941181345529541,8.650000000000006
10,positional_adp_rank,TE,15,R_week,10,10,-60.403999999999996,16.44323212348067,-47.89999999999999
10,positional_adp_rank,TE,16,R_exp,9,9,-14.032828528797653,16.744338497991578,12.0
10,positional_adp_rank,TE,16,R_real,9,9,-30.977777777777774,16.37418172491358,-8.900000000000006
10,positional_adp_rank,TE,16,R_week,9,9,-85.57111111111111,18.43807959122494,-69.20000000000002
10,positional_adp_rank,TE,17,R_exp,9,9,-42.066161862131,14.557671428906104,-31.246341463414637
10,positional_adp_rank,TE,17,R_real,9,9,-59.01111111111111,13.892238484976305,-56.89999999999999
10,positional_adp_rank,TE,17,R_week,9,9,-113.60444444444444,12.661980175916746,-96.1
10,positional_adp_rank,TE,18,R_exp,7,7,8.957170773533443,31.76170399716751,-7.741614906832311
10,positional_adp_rank,TE,18,R_real,7,7,-8.57142857142857,35.57345662606504,-24.799999999999997
10,positional_adp_rank,TE,18,R_week,7,7,-63.10571428571428,34.5560680948639,-73.7
10,positional_adp_rank,TE,19,R_exp,6,6,-32.31972352843863,37.43997959080965,-24.504703557312283
10,positional_adp_rank,TE,19,R_real,6,6,-53.29333333333333,34.571486002838306,-42.68000000000001
10,positional_adp_rank,TE,19,R_week,6,6,-106.33333333333333,36.37104550478459,-89.05
10,positional_adp_rank,TE,20,R_exp,4,4,-22.947085292657952,25.763729380172386,-32.76946702800362
10,positional_adp_rank,TE,20,R_real,4,4,-47.550000000000004,26.48894423465508,-63.8
10,positional_adp_rank,TE,20,R_week,4,4,-94.71000000000001,29.480565914966196,-109.55000000000001
10,positional_adp_rank,TE,21,R_exp,1,1,46.95365853658535,,46.95365853658535
10,positional_adp_rank,TE,21,R_real,1,1,16.599999999999994,,16.599999999999994
10,positional_adp_rank,TE,21,R_week,1,1,-17.900000000000006,,-17.900000000000006
10,positional_adp_rank,TE,22,R_exp,1,1,17.95365853658535,,17.95365853658535
10,positional_adp_rank,TE,22,R_real,1,1,-12.400000000000006,,-12.400000000000006
10,positional_adp_rank,TE,22,R_week,1,1,-46.900000000000006,,-46.900000000000006
10,positional_adp_rank,WR,1,R_exp,10,10,127.70805711530242,29.693410092302923,158.37425625920474
10,positional_adp_rank,WR,1,R_real,10,10,106.31400000000001,30.98891487110978,140.70000000000002
10,positional_adp_rank,WR,1,R_week,10,10,81.77600000000001,30.089711021100438,114.7
10,positional_adp_rank,WR,2,R_exp,10,10,138.09805711530242,16.757869066468224,117.1408305084746
10,positional_adp_rank,WR,2,R_real,10,10,116.70400000000002,17.252324236332782,97.12000000000002
10,positional_adp_rank,WR,2,R_week,10,10,92.16600000000003,15.40188243906136,76.43000000000002
10,positional_adp_rank,WR,3,R_exp,10,10,84.83405711530243,31.497451469108515,112.79365060240964
10,positional_adp_rank,WR,3,R_real,10,10,63.44000000000001,29.99640096930148,89.05000000000001
10,positional_adp_rank,WR,3,R_week,10,10,38.90200000000001,32.17990573151029,65.00000000000001
10,positional_adp_rank,WR,4,R_exp,10,10,125.20205711530241,29.884164230020325,149.05862499999998
10,positional_adp_rank,WR,4,R_real,10,10,103.80799999999999,29.021671167135317,128.43999999999997
10,positional_adp_rank,WR,4,R_week,10,10,79.27,28.734980811238106,96.94999999999999
10,positional_adp_rank,WR,5,R_exp,10,10,95.46005711530242,29.09466387700531,133.57096866096867
10,positional_adp_rank,WR,5,R_real,10,10,74.066,28.68684623849598,107.59
10,positional_adp_rank,WR,5,R_week,10,10,49.528000000000006,28.720942138678762,87.9
10,positional_adp_rank,WR,6,R_exp,10,10,91.89205711530244,23.476440790073884,79.11278505392912
10,positional_adp_rank,WR,6,R_real,10,10,70.49800000000002,23.05517063239587,55.150000000000006
10,positional_adp_rank,WR,6,R_week,10,10,45.96000000000001,24.259697717270377,37.80000000000001
10,positional_adp_rank,WR,7,R_exp,10,10,77.18205711530243,25.619998794271048,78.77083050847457
10,positional_adp_rank,WR,7,R_real,10,10,55.78800000000001,27.2952232206785,52.35000000000001
10,positional_adp_rank,WR,7,R_week,10,10,31.250000000000007,27.104486098553252,34.55000000000001
10,positional_adp_rank,WR,8,R_exp,10,10,70.3020571153024,30.18992932477831,76.66814285714285
10,positional_adp_rank,WR,8,R_real,10,10,48.908,30.608608404245434,63.849999999999994
10,positional_adp_rank,WR,8,R_week,10,10,24.369999999999997,31.083429133006966,35.44999999999999
10,positional_adp_rank,WR,9,R_exp,10,10,75.79205711530243,27.307650802689185,89.03560514786417
10,positional_adp_rank,WR,9,R_real,10,10,54.39799999999999,27.406652955481857,65.03999999999999
10,positional_adp_rank,WR,9,R_week,10,10,29.860000000000003,26.4980301154633,40.69999999999999
10,positional_adp_rank,WR,10,R_exp,10,10,62.57205711530243,17.329812489259638,71.40657954545456
10,positional_adp_rank,WR,10,R_real,10,10,41.178000000000004,17.582411527179964,50.5
10,positional_adp_rank,WR,10,R_week,10,10,16.640000000000004,16.72161741246608,24.55000000000001
10,positional_adp_rank,WR,11,R_exp,10,10,83.10205711530243,12.407856323783484,76.18076785714287
10,positional_adp_rank,WR,11,R_real,10,10,61.708000000000006,12.25464889564591,60.95
10,positional_adp_rank,WR,11,R_week,10,10,37.17,11.632493283900919,34.900000000000006
10,positional_adp_rank,WR,12,R_exp,10,10,62.34405711530243,24.165631374961627,82.59326724821571
10,positional_adp_rank,WR,12,R_real,10,10,40.95,24.312297985450357,54.60000000000001
10,positional_adp_rank,WR,12,R_week,10,10,16.412000000000003,25.203017667643604,34.85000000000001
10,positional_adp_rank,WR,13,R_exp,10,10,60.58205711530242,18.862929062026478,72.93115384615383
10,positional_adp_rank,WR,13,R_real,10,10,39.18799999999999,19.19102595833097,52.849999999999994
10,positional_adp_rank,WR,13,R_week,10,10,14.649999999999995,18.270439087346652,21.35000000000001
10,positional_adp_rank,WR,14,R_exp,10,10,50.08005711530243,27.150426051719823,78.49843981481483
10,positional_adp_rank,WR,14,R_real,10,10,28.685999999999996,26.98705468265191,54.989999999999995
10,positional_adp_rank,WR,14,R_week,10,10,4.148000000000001,25.092163309598387,24.900000000000006
10,positional_adp_rank,WR,15,R_exp,10,10,61.000057115302425,16.227948740124166,72.34843981481482
10,positional_adp_rank,WR,15,R_real,10,10,39.605999999999995,17.706691277593336,45.989999999999995
10,positional_adp_rank,WR,15,R_week,10,10,15.068000000000003,17.184315898193006,18.75
10,positional_adp_rank,WR,16,R_exp,10,10,71.56805711530242,32.73636068296897,56.63697336561742
10,positional_adp_rank,WR,16,R_real,10,10,50.174,33.22256917618905,38.80000000000001
10,positional_adp_rank,WR,16,R_week,10,10,25.636000000000003,33.55814798227101,19.200000000000003
10,positional_adp_rank,WR,17,R_exp,10,10,81.29005711530242,14.43050026846256,87.82083050847457
10,positional_adp_rank,WR,17,R_real,10,10,59.896,12.993312057447946,60.510000000000005
10,positional_adp_rank,WR,17,R_week,10,10,35.358,13.519105969782997,42.349999999999994
10,positional_adp_rank,WR,18,R_exp,10,10,49.89205711530242,20.81582814739116,62.80598435462841
10,positional_adp_rank,WR,18,R_real,10,10,28.498,20.578575795661312,43.000000000000014
10,positional_adp_rank,WR,18,R_week,10,10,3.960000000000001,19.967563697156443,18.10000000000001
10,positional_adp_rank,WR,19,R_exp,10,10,70.65205711530243,20.494725545155337,93.84977884615384
10,positional_adp_rank,WR,19,R_real,10,10,49.257999999999996,19.034735138104175,74.99999999999999
10,positional_adp_rank,WR,19,R_week,10,10,24.720000000000002,20.746157877223116,54.099999999999994
10,positional_adp_rank,WR,20,R_exp,10,10,55.57205711530243,11.921896682495996,68.54977884615384
10,positional_adp_rank,WR,20,R_real,10,10,34.178,11.277538915916006,47.249999999999986
10,positional_adp_rank,WR,20,R_week,10,10,9.64,12.937002915839681,24.700000000000003
10,positional_adp_rank,WR,21,R_exp,10,10,14.07205711530242,19.312742864485276,23.83977884615385
10,positional_adp_rank,WR,21,R_real,10,10,-7.3220000000000045,20.713639188815765,2.539999999999992
10,positional_adp_rank,WR,21,R_week,10,10,-31.860000000000003,19.23291068282004,-21.999999999999986
10,positional_adp_rank,WR,22,R_exp,10,10,45.60205711530242,19.87230491882714,68.11462500000002
10,positional_adp_rank,WR,22,R_real,10,10,24.208,20.5243989653507,46.89
10,positional_adp_rank,WR,22,R_week,10,10,-0.3299999999999983,21.32376373907758,16.80000000000001
10,positional_adp_rank,WR,23,R_exp,10,10,27.48205711530243,19.208997163925883,32.47694391053642
10,positional_adp_rank,WR,23,R_real,10,10,6.088000000000001,19.279531160735672,6.599999999999994
10,positional_adp_rank,WR,23,R_week,10,10,-18.449999999999996,19.465743414179347,-13.299999999999997
10,positional_adp_rank,WR,24,R_exp,10,10,41.96605711530242,25.531982248977265,34.93581481481483
10,positional_adp_rank,WR,24,R_real,10,10,20.571999999999996,27.169044509433075,12.699999999999989
10,positional_adp_rank,WR,24,R_week,10,10,-3.966000000000001,24.788759110173753,-13.450000000000003
10,draft_round,QB,2,R_exp,4,4,21.47811160510718,53.67039911222266,36.014360465116326
10,draft_round,QB,2,R_real,4,4,-14.149999999999999,48.44470146465968,14.780000000000001
10,draft_round,QB,2,R_week,4,4,-74.57499999999999,46.09076724247494,-50.35999999999996
10,draft_round,QB,3,R_exp,9,7,79.65710113524769,23.477787684601196,105.60500000000005
10,draft_round,QB,3,R_real,9,7,47.19333333333333,22.0174993946142,61.32000000000005
10,draft_round,QB,3,R_week,9,7,-1.3466666666666418,23.269967462682146,26.700000000000045
10,draft_round,QB,4,R_exp,9,6,85.49777257237014,15.294231080337738,78.40800000000002
10,draft_round,QB,4,R_real,9,6,50.16222222222222,12.8124673658121,29.720000000000027
10,draft_round,QB,4,R_week,9,6,0.4244444444444437,16.933555379121593,-18.839999999999975
