name,position,value,mu,sigma,d_shift,S_5,Sfree_5,S_16,Sfree_16,S_25,Sfree_25,S_36,Sfree_36,S_45,Sfree_45,S_56,Sfree_56,S_65,Sfree_65,S_76,Sfree_76,S_85,Sfree_85,S_96,Sfree_96,S_105,Sfree_105,S_116,Sfree_116,S_125,Sfree_125,S_136,Sfree_136
Ladd McConkey,WR,7.793826570730354,28.0,1.774843147264719,0.0,1.0,1.0,1.0,1.0,1.0,0.9985,0.04725,0.03475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tee Higgins,WR,7.774381293535458,42.0,4.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98125,0.97775,0.6425,0.6425,0.07,0.07,0.00075,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Wilson,WR,7.72482466317768,34.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7815,0.75625,0.02675,0.02675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Skattebo,RB,7.708909336362965,35.0,4.9,0.0,1.0,1.0,1.0,1.0,0.998,0.99425,0.7665,0.7445,0.1465,0.14625,0.00175,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javonte Williams,RB,7.7089093363629635,40.0,4.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96525,0.96125,0.488,0.488,0.02675,0.02675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremiyah Love,RB,7.707800534661954,18.0,1.774843147264719,0.0,1.0,1.0,0.983,0.9775,0.06825,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drake Maye,QB,7.5122299410861775,49.0,7.8,0.0,1.0,1.0,1.0,1.0,0.99925,0.99925,0.98875,0.98675,0.88075,0.88075,0.473,0.473,0.1315,0.1315,0.01125,0.01125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyren Williams,RB,7.487071365718668,36.0,4.3,0.0,1.0,1.0,1.0,1.0,0.99925,0.999,0.8405,0.828,0.16925,0.16925,0.00275,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Moore,WR,7.420040143008085,53.0,6.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.98075,0.98075,0.7175,0.7175,0.23875,0.23875,0.011,0.011,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Jackson,QB,7.413729941086178,54.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.99875,0.9765,0.9765,0.7435,0.7435,0.313,0.313,0.034,0.034,0.00225,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry McLaurin,WR,6.98359324845601,44.0,4.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,0.99475,0.80675,0.80675,0.12375,0.12375,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Waddle,WR,6.9750280200122114,48.0,5.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.99875,0.928,0.928,0.39625,0.39625,0.04125,0.04125,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK Metcalf,WR,6.873717481370107,66.0,7.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991,0.991,0.8895,0.8895,0.419,0.419,0.10175,0.10175,0.00525,0.00525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rome Odunze,WR,6.830841550628559,50.0,6.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.999,0.94675,0.94675,0.5425,0.5425,0.1195,0.1195,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luther Burden III,WR,6.8240678144723494,55.0,7.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.99875,0.97225,0.97225,0.779,0.779,0.365,0.365,0.0525,0.0525,0.00425,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breece Hall,RB,6.791409336362961,33.0,5.0,0.0,1.0,1.0,1.0,1.0,0.9925,0.98525,0.62475,0.60325,0.0715,0.0715,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dak Prescott,QB,6.750729941086178,69.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.99125,0.99125,0.918,0.918,0.584,0.584,0.21975,0.21975,0.0205,0.0205,0.00075,0.00075,0.0,0.0,0.0,0.0,0.0,0.0
Jameson Williams,WR,6.595343556385792,47.0,4.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94825,0.94825,0.29575,0.29575,0.0095,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Burrow,QB,6.401229941086178,58.0,7.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.99275,0.99275,0.87825,0.87825,0.526,0.526,0.11425,0.11425,0.0145,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wan'Dale Robinson,WR,6.366214107905339,71.0,8.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99625,0.99625,0.94975,0.94975,0.66025,0.66025,0.30375,0.30375,0.04425,0.04425,0.00425,0.00425,0.00025,0.00025,0.0,0.0,0.0,0.0
Michael Pittman Jr.,WR,6.356214107905338,74.5,7.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985,0.9985,0.9865,0.9865,0.827,0.827,0.476,0.476,0.09075,0.09075,0.00725,0.00725,0.00025,0.00025,0.0,0.0,0.0,0.0
Mike Evans,WR,6.351890225679586,60.0,6.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99825,0.99825,0.954,0.954,0.65975,0.65975,0.11675,0.11675,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakobi Meyers,WR,6.292464674343118,79.0,7.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.99875,0.99875,0.9495,0.9495,0.71675,0.71675,0.2,0.2,0.02775,0.02775,0.0005,0.0005,0.0,0.0,0.0,0.0
Marvin Harrison Jr.,WR,6.110679518107882,64.0,7.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.999,0.9715,0.9715,0.80475,0.80475,0.3305,0.3305,0.074,0.074,0.0035,0.0035,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0
Carnell Tate,WR,6.056214674343118,80.0,9.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.99925,0.9915,0.9915,0.9035,0.9035,0.68775,0.68775,0.297,0.297,0.08425,0.08425,0.00825,0.00825,0.00125,0.00125,0.0,0.0
Christian Watson,WR,6.005679518107883,70.0,6.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.97325,0.97325,0.68,0.68,0.22025,0.22025,0.01,0.01,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0
D'Andre Swift,RB,5.964104229073328,46.0,4.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9995,0.911,0.911,0.2115,0.2115,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtland Sutton,WR,5.938118983276638,59.0,6.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975,0.9975,0.9335,0.9335,0.6025,0.6025,0.1095,0.1095,0.00875,0.00875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Johnston,WR,5.848660116757597,98.0,9.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.99525,0.99525,0.91825,0.91825,0.679,0.679,0.26,0.26,0.07875,0.07875,0.00525,0.00525
Patrick Mahomes,QB,5.814354847552749,99.0,12.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.99925,0.9955,0.9955,0.97425,0.97425,0.87375,0.87375,0.68125,0.68125,0.349,0.349,0.14775,0.14775,0.0365,0.0365
Bo Nix,QB,5.747689138692299,120.0,13.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9995,0.99225,0.99225,0.97375,0.97375,0.891,0.891,0.7315,0.7315,0.46,0.46
Jalen Hurts,QB,5.7328548475527485,76.0,11.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.999,0.999,0.99075,0.99075,0.95475,0.95475,0.782,0.782,0.5385,0.5385,0.2175,0.2175,0.07175,0.07175,0.012,0.012,0.00175,0.00175,0.0,0.0
Quinshon Judkins,RB,5.650887326301686,51.0,5.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.977,0.977,0.61325,0.61325,0.1125,0.1125,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,QB,5.6208548475527484,109.0,13.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.99925,0.996,0.996,0.967,0.967,0.87875,0.87875,0.65425,0.65425,0.4205,0.4205,0.178,0.178
Trey McBride,TE,5.609990276013011,39.0,4.7,0.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.938,0.93125,0.408,0.40775,0.01475,0.01475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Washington,WR,5.589964674343117,78.0,7.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,0.997,0.92875,0.92875,0.65525,0.65525,0.17325,0.17325,0.02325,0.02325,0.00075,0.00075,0.00025,0.00025,0.0,0.0
Jaxson Dart,QB,5.531354847552748,106.0,12.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9995,0.99575,0.99575,0.9615,0.9615,0.848,0.848,0.58575,0.58575,0.33425,0.33425,0.11025,0.11025
Caleb Williams,QB,5.500854847552748,110.5,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.99875,0.99875,0.98225,0.98225,0.92275,0.92275,0.71975,0.71975,0.4595,0.4595,0.175,0.175
Matthew Stafford,QB,5.489354847552752,86.0,11.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99325,0.99325,0.95225,0.95225,0.82425,0.82425,0.5275,0.5275,0.2625,0.2625,0.0645,0.0645,0.01425,0.01425,0.00075,0.00075
Justin Herbert,QB,5.452854847552748,112.0,14.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.999,0.999,0.9955,0.9955,0.96975,0.96975,0.90075,0.90075,0.72,0.72,0.51425,0.51425,0.25675,0.25675
Bucky Irving,RB,5.376604229073328,45.0,4.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,0.997,0.8595,0.8595,0.179,0.179,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Lawrence,QB,5.333354847552748,94.0,12.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.99925,0.984,0.984,0.936,0.936,0.76,0.76,0.51525,0.51525,0.21975,0.21975,0.07925,0.07925,0.014,0.014
Alec Pierce,WR,5.2287089617977545,56.0,8.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99875,0.99875,0.9725,0.9725,0.787,0.787,0.441,0.441,0.08875,0.08875,0.01475,0.01475,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TreVeyon Henderson,RB,5.151027345596115,57.0,6.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99575,0.99575,0.88575,0.88575,0.46075,0.46075,0.0565,0.0565,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhayshul Tuten,RB,5.151027345596115,52.0,5.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98275,0.98275,0.68525,0.68525,0.16325,0.16325,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock Bowers,TE,4.940636443570945,21.0,1.774843147264719,0.0,1.0,1.0,0.99975,0.99975,0.587,0.20925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Montgomery,RB,4.874982303666782,63.0,6.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9825,0.9825,0.8125,0.8125,0.2445,0.2445,0.034,0.034,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Thomas Jr.,WR,4.815533801097173,84.0,7.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9995,0.989,0.989,0.88275,0.88275,0.44625,0.44625,0.117,0.117,0.008,0.008,0.00075,0.00075,0.0,0.0
Jaylen Warren,RB,4.791666052831662,68.0,6.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9995,0.95375,0.95375,0.54125,0.54125,0.14,0.14,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Pollard,RB,4.75666605283166,62.0,6.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.96875,0.96875,0.74425,0.74425,0.2185,0.2185,0.02825,0.02825,0.00075,0.00075,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0
Stefon Diggs,WR,4.753033801097173,90.5,8.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945,0.9945,0.95275,0.95275,0.7185,0.7185,0.36375,0.36375,0.0745,0.0745,0.01275,0.01275,0.0005,0.0005
Jadarian Price,RB,4.716666052831662,65.0,10.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.999,0.99,0.99,0.92975,0.92975,0.763,0.763,0.416,0.416,0.16425,0.16425,0.03075,0.03075,0.00475,0.00475,0.0,0.0,0.0,0.0,0.0,0.0
Josh Downs,WR,4.713033801097173,96.0,8.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.999,0.99175,0.99175,0.90275,0.90275,0.62625,0.62625,0.19375,0.19375,0.03775,0.03775,0.00225,0.00225
Jordyn Tyson,WR,4.681783801097173,87.0,26.5,0.0,0.999,0.99875,0.998,0.998,0.99575,0.9945,0.98325,0.98275,0.96325,0.96325,0.92425,0.92425,0.86875,0.86875,0.7715,0.7715,0.6805,0.6805,0.536,0.536,0.403,0.403,0.26825,0.26825,0.18125,0.18125,0.098,0.098
Brock Purdy,QB,4.572854847552748,82.0,12.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9995,0.996,0.996,0.97525,0.97525,0.88325,0.88325,0.711,0.711,0.40325,0.40325,0.1775,0.1775,0.04,0.04,0.01025,0.01025,0.0015,0.0015
Jayden Daniels,QB,4.518854847552748,72.5,11.6,0.0,1.0,1.0,1.0,1.0,0.99975,0.99975,0.99975,0.99975,0.99775,0.99775,0.9805,0.9805,0.91325,0.91325,0.6785,0.6785,0.4245,0.4245,0.1425,0.1425,0.0315,0.0315,0.00225,0.00225,0.00025,0.00025,0.0,0.0
